page,text
616,"<html>

<p>553</p>

<p><i>that we should be able to offer so willingly after this sort? for all things come of thee, and of thine own have we given thee.</i> Psal. li. 17. <i>the sacrifices of God are a broken spirit.</i> cxv. 1. <i>not unto us, O Jehovah, not unto us, but unto thy name give the praise.</i> Isai. lxvi. 2. <i>to this man will I look, even to him that is poor and of a contrite spirit, and trembleth at my word.</i> Matt. v. 3. <i>blessed are the poor in spirit.</i> Luke ix. 48. <i>he that is least among you all, the same shall be great.</i> 1 Pet. v. 5, 6. <i>submit yourselves,</i> &c. 1 Tim. i. 15. <i>Christ Jesus came into the world to save sinners, of whom I am chief.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;To this is opposed, first, pride towards God. Job xv. 25. <i>he stretcheth out his hand against God.</i> Prov. iii. 34. <i>he scorneth the scorners; but he giveth grace unto the lowly.</i> See also James iv. 6. 1 Pet. v. 5. Prov. xvi. 5. <i>every one that is proud of heart is an abomination to Jehovah.</i> Acts xii. 23. <i>the angel of the Lord smote him, because he gave not God the glory.</i> Rev. iii. 17. <i>thou sayest, I am rich, and increased with goods, and have need of nothing; and knowest not that thou art wretched, and miserable, and poor, and blind, and naked.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;Secondly, a false or superstitious humility. Col. ii. 23. <i>which things have indeed a show of wisdom in will worship, and humility, and neglecting of the body; not in any honour to the satisfying of the flesh.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;P<small>ATIENCE</small> is that whereby we acquiesce in the promises of God, through a confident reliance on his divine providence, power, and goodness, and bear inevitable evils with equanimity, as the dispensation of the supreme Father, and sent for our good. Job i. 22. <i>in all this Job sinned not, nor charged God foolishly.</i> ii. 10. <i>shall we receive good at the hand of God, and shall we not receive evil?</i> 2 Sam. xvi. 10. <i>because Jehovah hath said unto him, Curse David, who shall then say, Wherefore hast thou done so?</i> Isai. xxviii. 16. <i>he that believeth shall not mistake.</i> Lam. iii. 29, &c. <i>he putteth his mouth in the dust, if so be there may be hope; he giveth his cheek to him that smiteth him.</i> Matt. xvi. 24. <i>let him take up his cross, and follow me.</i> Luke xxi. 19. <i>in your patience possess</i></p>

<p>4 B</p>

</html>"
617,"<p>554</p>

<p><i>ye your souls.</i> Rom. viii. 25. <i>if we hope for that we see not, then do we with patience wait for it.</i> xv. 4. <i>that we through patience and comfort of the scriptures might have hope.</i> 2 Cor. xii. 10. <i>therefore I take pleasure in infirmities, in reproaches, in necessities, in persecutions, in distresses for Christ's sake.</i> Coloss. i. 11. <i>unto all long-suffering.</i> 2 Thess. iii. 5. <i>the Lord direct your hearts into the love of God, and into the patient waiting for Christ.</i> Heb. x. 36. <i>ye have need of patience, that after ye have done the will of God, ye might receive the promise.</i> James v. 7, 8. <i>be patient unto the coming of the Lord; behold, the husbandman waiteth— …be ye also patient, stablish your hearts, for the coming of the Lord draweth nigh.</i> 1 Pet. ii. 19, &c. <i>this is thank-worthy, if a man for conscience toward God endure grief, suffering wrongfully ….if when ye do well and suffer for it, ye take it patiently, this is acceptable with God: for even hereunto were ye called; because Christ also suffered for us, leaving us an example that ye should follow his steps….who when he was reviled, reviled not again; when he suffered, he threatened not; but committed himself to him that judgeth righteously.</i></p>

<p>Opposed to this is impatience under the divine decrees; a temptation to which the saints themselves are at times liable. 1 Kings xix. 4. <i>he requested for himself that he might die.</i> Job iii. 2, &c. <i>let the day perish wherein I was born.</i> vii. 11. <i>therefore I will not refrain my mouth.</i> xix. 7. <i>behold, I cry out of wrong, but I am not heard; I cry aloud, but there is no judgement.</i> Eccles. vii. 7. <i>surely oppression maketh a wise man mad.</i> Jer. xx. 15. <i>cursed be the man who brought tidings to my father, saying—.</i> xlv. 5. <i>thou didst say, Woe is me now, for Jehovah hath added grief to my sorrow.</i> Jonah iv. 3. <i>it is better for me to die than to live.</i></p>

<p><b>Obedience</b> is that virtue whereby we propose to ourselves the will of God above all things as the rule of our conduct, and serve him alone. Thus Abraham, Gen. xii. 4. <i>departed from Canaan, as Jehovah had spoken unto him.</i> xxii. 3. <i>Abraham rose up early in the morning, and saddled his ass—.</i> 1 Sam. xv. 22. <i>hath Jehovah as great delight in burnt-</i></p>"
618,"<html>

<p>555</p>

<p><i>offerings and sacrifices, as in obeying the voice of Jehovah? behold, to obey is better than sacrifice.</i> Psal. lxxxi. 13, 14. <i>O that my people had hearkened unto me,</i> &c. Eccles. v. 1. <i>be more ready to hear than to give the sacrifice of fools.</i> Jer. vi. 19, 20. <i>because they have not hearkened unto my words……your burnt-offerings are not acceptable.</i> vii. 22, 23. <i>I spake not unto your fathers, nor commanded them in the day that I brought them out of the land of Egypt, concerning burnt-offerings or sacrifices; but this thing commanded I them, saying, Obey my voice.</i> xxxv. 2. <i>go unto the house of the Rechabites—.</i> Matt. vi. 10. <i>thy will be done in earth, as it is in heaven.</i> xxvi. 39. <i>not as I will, but as thou wilt.</i> v. 42. <i>thy will be done.</i> John xiv. 15. <i>if ye love me, keep my commandments.</i> See also v. 21, 23. Acts iv. 19. <i>whether it be right in the sight of God to hearken unto you more than unto God, judge ye.</i> v. 29. <i>we ought to obey God, rather than men.</i> Eph. vi. 6, 7. <i>as the servants of Christ, doing the will of God from the heart, with good will doing service.</i> 1 John ii. 5. <i>whoso keepeth his word, in him verily is the love of God perfected.</i> v. 17. <i>he that doeth the will of God abideth for ever.</i> v. 3. <i>this is the love of God, that we keep his commandments; and his commandments are not grievous.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;Opposed to this is disobedience. 1 Sam. xv. 23. <i>rebellion is as the sin of witchcraft, and stubbornness is as iniquity and idolatry.</i> This was the error of the prophet of Judah, 1 Kings xiii. 22. Prov. xiii. 13. <i>whoso despiseth the word shall be destroyed.</i> xxviii. 9. <i>he that turneth away his ear….even his prayer shall be abomination.</i> Jer. vi. 16. <i>thus saith Jehovah, Stand ye in the ways…and walk therein…but they said, We will not walk therein.</i> v. 17. <i>they said, We will not hearken.</i> vii. 26. <i>they hearkened not unto me—.</i> xxii. 21. <i>this hath been thy manner from thy youth, that thou obeyedst not my voice.</i> xxxvi. 23, &c. <i>it came to pass that when Jehudi had read three or four leaves,</i> &c. xliv. 16. <i>as for the word that thou hast spoken unto us in the name of Jehovah, we will not hearken unto thee.</i> Even where it wears the disguise of humility: John xiii. 8. <i>thou shalt never wash my feet</i>; or of a righteousness beyond what is commanded: Deut. v. 32. <i>ye shall not turn aside to the right hand or to</i></p>

</html>"
619,"<p>556</p>

<p><i>the left.</i> See also xxviii. 14. Josh. i. 7. Deut. xii. 32. <i>thou shalt not add thereto, nor diminish from it.</i> 1 Kings xx. 35. <i>the man refused to smite him.</i> Prov. xxx. 6. <i>add thou not unto his words, lest he reprove thee, and thou be found a liar.</i> 1 Cor. iv. 6. <i>that ye might learn in us not to think of man above that which is written.</i> Rev. xxii. 18, 19. <i>if any man shall add unto these things, God shall add unto him the plagues—.</i></p>"
620,"<h2>CHAP. IV.</h2>

<h3>Of</h3>

<h3>External Service.</h3>

<p><b>T</b>hus much of the internal service of God. We are now to speak of his external service, which is commonly denominated <small>religion</small>; not that internal worship is not also religion, but that it is not usually called so, except as it manifests itself in outward actions. Although external worship is, for the convenience of definition, distinguished from internal, it is our duty to unite them in practice, nor are they ever separated, except by the fault of the wicked.</p>

<p>True religion is that by which God is worshipped with sincerity after the form and manner which himself has prescribed. Mic. vi. 6. <i>wherewith shall I come before Jehovah—?</i> Worship is expressed in Scripture by the verb λατρεύειν, Matt. iv. 10. and δουλεύειν, vi. 24. Gal. iv. 8. The Papists therefore err in explaining λατρεία of the worship paid to God, δουλεία of that paid to holy men and angels.<sup>1</sup></p>

<p>Opposed to this is, first, superstition or will worship (ἐθελοθρησκεία), the offspring of man's invention. Thus Nadab and Abihu offered strange fire before Jehovah, for which they were forthwith punished with death, Levit. x. 1, 2. 1 Sam. xiii. 12. <i>I forced myself therefore, and offered a burnt-offering....thou hast done foolishly.</i> xv. 15, 16. <i>they have brought them.....to sacrifice unto Jehovah thy God....stay and I will tell thee what Jehovah hath said to me.</i> 1 Kings xii. 31, 32. <i>he made an house of high places.</i> 2 Kings xvi. 10. <i>he saw an altar that was at Damascus,</i> &c. 1 Chron. xv. 13, 15. <i>Jehovah our God made a breach upon us, for that we sought him not after the due order....so the children of the Levites</i></p>"
621,"<h1>558</h1>

<p><i>bare the ark of God....according to the word of Jehovah.</i> Isai. xxix. 13. <i>their fear toward me is taught by the precept of men.</i> Mark vii. 7, 8. <i>in vain do they worship me, teaching for doctrines the commandments of men.</i> Matt. xv. 3, &c. <i>why do ye also transgress the commandment of God—?</i> Gal. vi. 12. <i>as many as desire to make a fair show in the flesh, they constrain you to be circumcised.</i> Some of the early teachers of the church are chargeable with this grievous error, in that they, to facilitate the conversion of the heathen to Christianity,<sup>a</sup> retained the pagan rites with</p>"
622,"<html>
<p>559</p>

<p>a slight alteration of names or things, to the infinite detriment of religion, and in direct violation of the precept, Deut. xii. 30, 31. <i>take heed to thyself that thou be not snared by following them...and that thou inquire not after their gods, saying, How did these nations serve their gods? even so will I do likewise: thou shalt not do so unto Jehovah thy God.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;Secondly, an hypocritical worship, in which the external forms are duly observed, but without any accompanying affection of the mind; which is a high offence against God. Lev. xxvi. 31. <i>I will make your cities waste,</i> &amp;c. 1 Sam. iv. 3. <i>let us fetch the ark of the covenant of Jehovah out of Shiloh unto us.</i> 2 Chron. xii. 9. <i>so Shishak...came up against Jerusalem, and took away the treasures of the house of Jehovah.</i> Thus Joash repaired the temple, xxiv. 4—6.; as did also Herod, although the enemy of Christ. xxxvi. 7. <i>Nebuchadnezzar carried of the vessels of the house of Jehovah, and put them in his temple at Babylon.</i> See also Ezra i. 7. Prov. xv. 8. <i>the sacrifice of the wicked is an abomination to Jehovah.</i> See also xxi. 27. Isai. i. 11. <i>to what purpose is the multitude of your sacrifices unto me?</i> Jer. vii. 4. <i>trust ye not in lying words, saying, The temple of Jehovah...are these.</i> v. 12. <i>go ye now unto my place which was in Shiloh.</i> See also v. 14. Isai. xxix. 13. <i>forasmuch as this people draw near me with their mouth, and with their lips do honour me, but have removed their heart far from me.</i> See also Matt. xv. 8, 9. Isai. xlviii. 1. <i>hear ye this, O house of Jacob, which are called by the name of Israel.</i> lxvi. 3. <i>he that killeth an ox,</i> &amp;c. Jer. xviii. 18. <i>come and let us devise devices against</i></p>
</html>"
623,"<html>
<p>560</p>

<p><i>Jeremiah, for the law shall not perish from the priest.</i> Ezek. xxxiii. 30—32. <i>they sit before thee as my people....but their heart goeth after covetousness.</i> Amos v. 21. <i>I hate, I despise your feast days.</i> vi. 5. <i>that chaunt to the sound of the viol, and invent to themselves instruments of music, like David.</i> Mic. vi. 7, &c. <i>will Jehovah be pleased with thousands of rams, or with ten thousands of rivers of oil? shall I give my first-born for my transgression, the fruit of my body for the sin of my soul? he hath showed thee, O man, what is good; and what doth Jehovah require of thee but to do justly, and to love mercy, and to walk humbly with thy God?</i> Matt. xii. 44. <i>he findeth it empty, swept, and garnished.</i> xxi. 30, &c. <i>he answered and said, I go, sir; and went not.</i> xxiii. 3. <i>they say and do not.</i> v. 15. <i>woe unto you, scribes and Pharisees, hypocrites—.</i> Luke xi. 40, 42. <i>ye fools, did not he that made that which is without, make that which is within also?</i> Philipp. i. 15, 16. <i>some indeed preach Christ even of envy and strife.</i></p>

<p>The Shechemites, (Gen. xxxiv.) were punished with slaughter and destruction for having adopted a new religion inconsiderately, and from secular motives.</p>

<p>On the contrary, internal worship, or the worship of the heart, is accepted of God, even where external forms are not in all respects duly observed.<sup>3</sup> 1 Kings iii. 3. <i>Solomon loved Jehovah:....only he sacrificed and burnt incense in high places.</i> 2 Chron. xxx. 18—20. <i>a multitude of the people....had not cleansed themselves, yet did they eat the passover...... but Hezekiah prayed for them, saying, The good Jehovah pardon every one that prepareth his heart to seek God, Jehovah God of his fathers, though he be not cleansed according to the purification of the sanctuary: and Jehovah hearkened to Hezekiah, and healed the people.</i> John vii. 14. <i>now about the midst of the feast, Jesus went up into the temple and taught.</i></p>
</html>"
624,"<html>

<p style=""text-align:center"">561</p>

<p>The parts and circumstances of true religion, or of the worship of God, are next to be considered.</p>

<p>T<span style=""font-variant:small-caps"">he parts</span> into which <span style=""font-variant:small-caps"">religion</span> is divided, are <span style=""font-variant:small-caps"">the invocation of adoration of God,</span> and <span style=""font-variant:small-caps"">the sanctification of his name in all the circumstances of life.</span></p>

<p>Under <span style=""font-variant:small-caps"">invocation</span> are included, first, <span style=""font-variant:small-caps"">supplication</span> and <span style=""font-variant:small-caps"">thanksgiving</span>; secondly, <span style=""font-variant:small-caps"">oaths</span> and <span style=""font-variant:small-caps"">the casting of lots.</span></p>

<p><span style=""font-variant:small-caps"">Supplication</span> is that act whereby <span style=""font-variant:small-caps"">under the guidance of the Holy Spirit we reverently ask of God things lawful, either for ourselves or others, through faith in Christ.</span> Psal. l. 15. <i>call upon me in the day of trouble; I will deliver thee, and thou shalt glorify me.</i> lxxxvi. 4, 5. <i>unto thee, O Jehovah, do I lift up my soul; for thou, Jehovah, art good and ready to forgive, and plenteous in mercy unto all them that call upon thee.</i> Matt. vii. 7—10. <i>ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you.</i> Philipp. iv. 6. <i>be careful for nothing, but in every thing by prayer and supplication with thanksgiving let your request be made known unto God.</i></p>

<p>T<span style=""font-variant:small-caps"">hrough faith.</span> Mark xi. 24. <i>what things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them.</i> Rom. x. 14. <i>how then shall they call on him in whom they have not believed?</i> 1 Tim. ii. 8. <i>without doubting.</i> James i. 6, 7. <i>let him ask in faith, nothing wavering; for he that wavereth,</i> &c.</p>

<p>I<span style=""font-variant:small-caps"">n Christ.</span> John xiv. 13, 14. <i>whatsoever ye shall ask in my name, that will I do, that the Father may be glorified in the Son.</i> xvi. 23. <i>whatsoever ye shall ask the Father in my name, he will give it you.</i> Rev. v. 8. <i>having every one of them harps, and golden vials full of odours, which are the prayers of saints.</i> viii. 3, 4. <i>there was given unto him much incense, that he should offer it with the prayers of all saints</i></p>

<p style=""text-align:center"">4 c</p>

</html>"
625,"<p>562</p>

<p><i>upon the golden altar which was before the throne; and the smoke of the incense, which came with the prayers of the saints, ascended up before God.</i></p>

<p>T<small>HINGS LAWFUL</small>; and above all, the best things. 1 Kings iii. 11, 12. <i>because thou hast asked this thing, and hast not asked for thyself long life, neither hast asked riches for thyself, nor hast asked the life of thine enemies, but hast asked for thyself understanding to discern judgement; behold, I have done according to thy words.</i> Matt. vi. 33. <i>seek ye first the kingdom of God and his righteousness, and all these things shall be added unto you.</i></p>

<p>U<small>NDER THE GUIDANCE OF THE</small> H<small>OLY</small> S<small>PIRIT.</small> Zech. xii. 10. <i>I will pour upon the house of David and upon the inhabitants of Jerusalem the spirit of grace and of supplications.</i> Rom. viii. 26, 27. <i>likewise the Spirit also helpeth our infirmities, for we know not what we should pray for as we ought.</i> Eph. vi. 18. <i>praying always……in the Spirit.</i> Jude 20. <i>praying in the Holy Ghost;</i> that is, quickening and calling into action, as much as possible, the gift of the Holy Ghost within us.</p>

<p>The Lord's Prayer was intended rather as a model of supplication, than as a form to be repeated verbatim by the apostles, or by Christian churches at the present day.<sup>4</sup> Hence the superfluousness of set forms of worship; seeing that, with Christ for our master, and the Holy Spirit for our assistant in prayer, we can have no need of any human aid in either respect.<sup>5</sup></p>"
626,"<h1>563</h1>

<p><b>Reverently.</b> Reverence comprehends, <b>first,</b> the internal affection of the mind, and <b>secondly,</b> the voice and outward deportment of the body.</p>

<p>Under the former is included, first, that we ask every thing aright, that is to say, to a right end. James iv. 3. <i>ye ask, and receive not, because ye ask amiss, that ye may consume it upon your lusts.</i> Secondly, that our supplications proceed from a pure and penitent heart. Hence 2 Sam. xxii. 42. <i>they looked, but there was none to save; even unto Jehovah, but he answered them not.</i> Psal. lxvi. 18. <i>if I regard iniquity in my heart, Jehovah will not hear me.</i> Isai. i. 16—18. <i>wash you, make you clean....come now, and let us reason together—.</i> Ezek. viii. 18. <i>though they cry in mine ears with a loud voice, yet will I not hear them.</i> xx. 30, 31. <i>are ye polluted, after the manner of your fathers?......and shall I be inquired of by you?</i> John ix. 31. <i>God heareth not sinners.</i> Thirdly, that we pray in a spirit of kindness and forgiveness towards our brethren. Matt. v. 24. <i>leave there thy gift before the altar, and go thy way; first be reconciled to thy brother—.</i> vi. 12. <i>forgive us our debts, as we forgive our debtors.</i> See also xviii. 23. the parable of the two debtors. 1 Tim. ii. 8. <i>I will therefore that men pray every where, lifting up holy hands, without wrath and doubting.</i> Fourthly, that we seek the Lord early. Prov. i. 24—28. <i>because I have called, and ye refused......they shall call upon me, but I will not answer.</i> Psal. xxxii. 6. <i>for this shall every one that is godly pray unto thee in a time when thou</i></p>"
627,"<html>
<p>564</p>

<p><i>mayest be found.</i> Isai. lv. 6. <i>seek ye Jehovah, while he may be found.</i> Fifthly, that we pray with all humility. Luke xviii. 9, &c. <i>standing afar off</i>...... <i>saying, God be merciful to me a sinner.</i> Sixthly, that we pray earnestly; see the parable of the man who came to borrow bread of his friend, Luke xi. 5. and of the unjust judge, xviii. 2, &c. Lastly, that we persevere in prayer. Coloss. iv. 2. <i>continue in prayer.</i></p>

<p>&nbsp;&nbsp;&nbsp;It is not necessary that our prayers should be always audible; the silent supplication of the mind, whispers, even groans and inarticulate exclamations in private prayer, are available.<sup>e</sup> Exod. xiv. 15. <i>Jehovah said unto Moses, Wherefore criest thou unto me?</i> though he was saying nothing with his lips, and only praying inwardly. 1 Sam. i. 13. <i>now Hannah, she spake in her heart; only her lips moved, but her voice was not heard.</i> Thus, too, our devotions will be less conspicuous; according to the command, Matt. vi. 6.</p>

<p>&nbsp;&nbsp;&nbsp;Prayer may be offered either alone, or in company. Christ appears seldom to have prayed in conjunction with his disciples, or even in their presence, but either wholly alone, or at some distance from them. It is moreover evident that the precepts, Matt. vi. have reference to private prayer alone. When however he inculcated on his disciples the duty of prayer in general, he gave no specific direction whether</p>
</html>"
628,"<html>
<p>they should pray alone, or with others. It is certain that they were in the frequent practice of praying in assemblies; and that either individually, each framing within himself his own particular petition relative to some subject on which they had agreed in common, Matt. xviii. 19. or by the mouth of one chosen from their number, who spoke in the name of the rest; both which modes of prayer appear to have been used indiscriminately by the primitive Christians. Acts ii. 42. <i>in breaking of bread and in prayers.</i> iv. 24. <i>they lifted up their voice to God with one accord, and said</i> —. xii. 12. <i>where many were gathered together praying.</i> xvi. 13. <i>by a river side, where prayer was wont to be made.</i> xx. 36. <i>he kneeled down and prayed with them all.</i> xxi. 5. <i>we kneeled down on the shore and prayed.</i> 1 Cor. xiv. 15, 16. <i>I will pray with the understanding……how shall he …… say Amen at thy giving of thanks?</i></p>

<p>&nbsp;&nbsp;&nbsp;Hence the impropriety of offering up public prayer in an unknown tongue, 1 Cor. xiv. 15, 16, as above; inasmuch as in public prayer consent is necessary.<sup>7</sup> Matt. xviii. 19. <i>if two of you shall agree on earth as touching anything that they shall ask, it shall be done for them.</i></p>

<p>&nbsp;&nbsp;&nbsp;Both in private and in public prayer, vain repetitions and empty words are to be avoided. Matt. vi. 7. Eccles. v. 2. <i>be not rash with thy mouth, and let not thine heart be hasty to utter anything before God, for God is in heaven, and thou upon earth, therefore let thy words be few.</i> Such repetitions, however, as proceed from vehement emotion of mind, are not to be accounted vain.<sup>8</sup> Mark xiv. 39. <i>again he went away and prayed, and spake the same words.</i></p>
</html>"
629,"<h1>566</h1>

<p>No particular posture of the body in prayer was enjoined, even under the law.<sup>9</sup> 2 Sam. vii. 18. <i>then went king David in, and sat before Jehovah, and he said—.</i> xii. 16. <i>he lay all night upon the earth.</i> Psal. xcv. 6. <i>O come, let us worship and bow down, let us kneel before Jehovah our maker.</i> cxlix. 5. <i>let them sing aloud upon their beds.</i> 1 Kings viii. 22. <i>Solomon stood before the altar of Jehovah.</i> v. 54. <i>he arose from kneeling on his knees.</i> See also 2 Chron. vi. 12, 13. xx. 5. <i>Jehoshaphat stood in the congregation of Judah—.</i> v. 13. <i>all Judah stood before Jehovah.</i> Dan. vi. 10. <i>he kneeled upon his knees and prayed.</i> Luke xviii. 13. <i>the publican standing afar off.</i></p>

<p>Connected with the posture of the body, is the deportment to be observed in prayer. On this subject Paul says, 1 Cor. xi. 4. <i>every man praying or prophesying having his head covered, dishonoureth his head; but every woman that prayeth or prophesieth with her head uncovered dishonoureth her head.</i> Why was this? Because at that time covering the head was, with both sexes alike,<sup>1</sup> a token of subjection; on</p>"
630,"<p>which account it was usual for men to pray or prophesy with their heads uncovered. Now, on the contrary, since the covering the head has become a token of authority, and the uncovering it of submission, it is the custom with most churches, especially those of Europe, in compliance not so much with the letter as with the spirit of the law (which is always to be preferred) to worship God uncovered, as being the mark of reverence prescribed by modern custom; but to prophesy covered, in token of the authority with which the speaker is invested; and likewise to listen to his instructions covered, as the deportment most emblematic, according to modern ideas, of our freedom and maturity as sons of God.² On the other hand, it will be easily inferred from hence, that in countries where the cold is intense, as Livonia or Russia, or where custom will not allow the head to be uncovered without great impropriety, as in Asia or Africa, it is allowable to pray covered; as has been shown by Cappellus in a learned note on this passage,³ and by other commentators.</p>

<p>With regard to the place of prayer, all are equally suitable.⁴ 1 Tim. ii. 8. <i>I will therefore that men pray every where.</i> For private prayer, a retired place is most proper. Matt. vi. 6. <i>enter into thy closet.</i> xiv. 23. <i>he went up into a mountain apart to pray.</i> To offer private prayer in public is hypocritical. Matt. vi. 5. <i>they love to pray standing in the synagogues, and in the corners of the streets, that they may be seen of men.</i> It was</p>"
631,"<p>568</p>

<p>lawful however to offer private prayer in the sanctuary, and afterwards in the temple at Jerusalem, as in the instances of Hannah, David, and others, quoted above. Neither is there any time at which prayer may not be properly offered. Psal. cxix. 55. <i>I have remembered thy name, O Jehovah, in the night.</i> v. 62. <i>at midnight I will rise to give thanks unto thee.</i> v. 164. <i>seven times a day do I praise thee; because of thy righteous judgements.</i> Luke xviii. 1. <i>men ought always to pray, and not to faint.</i> Eph. vi. 18. <i>praying always with all prayer and supplication in the Spirit, and watching thereunto—.</i> Col. iv. 12. <i>always labouring fervently for you in prayers.</i> 1 Thess. v. 17. <i>pray without ceasing.</i> The seasons most appropriate for prayer, however, are evening, morning, and noon-day. Psal. lv. 17. <i>evening and morning and at noon will I pray, and cry aloud, and he shall hear my voice.</i> v. 3. <i>my voice shalt thou hear in the morning, O Jehovah; in the morning will I direct my prayer unto thee.</i> lxxxviii. 13. <i>in the morning shall my prayer prevent thee.</i> xcii. 1, 2. <i>it is a good thing to give thanks unto Jehovah ....to show forth thy loving-kindness in the morning, and thy faithfulness every night.</i> cxix. 147. <i>I prevented the dawning of the morning, and cried.</i> v. 148. <i>mine eyes prevent the night watches, that I might meditate in thy word.</i> Dan. vi. 10. <i>he kneeled upon his knees three times a day.</i> Mark i. 35. <i>in the morning, rising up a great while before day, he went out and departed into a solitary place, and there prayed.</i> Acts x. 9. <i>Peter went up on the house-top to pray about the sixth hour.</i></p>

<p>For ourselves or others; inasmuch as we are commanded not to pray for ourselves only, but for all mankind. 1 Tim. ii. 1—3. <i>I exhort therefore that first of all, supplications, prayers, intercessions, and giving of thanks be made for all men.</i> Particularly for the universal church and its ministers. Psal. xxviii. 9. <i>save thy people, and bless thine inheritance.</i> See also iii. 8.<sup>5</sup> li. 18. <i>do good in thy good pleasure unto Zion.</i> lxxiv. 2, &c. <i>remember thy congregation.</i> cii. 13. <i>thou shalt arise, and have mercy upon Zion; for the time to favour her, yea, the set time is</i></p>"
632,"<html>

<p>569</p>

<p><i>come.</i> cxxii. 6. <i>pray for the peace of Jerusalem.</i> Matt. ix. 38. <i>pray ye therefore the Lord of the harvest, that he will send forth labourers into his harvest.</i> Eph. vi. 18, 19. <i>with all prayer and supplication in the Spirit ...for all saints, and for me, that,</i> &c.—. Col. iv. 3. <i>withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ.</i> For all magistrates; especially with a view to the peace of the church. Psal. lxxii. 1. <i>give the king thy judgements</i>—. Jer. xxix. 7. <i>seek the peace of the city whither I have caused you to be carried away captives, and pray unto Jehovah for it; for in the peace thereof ye shall have peace.</i> 1 Tim. ii. 1, 2. <i>for kings, and for all that are in authority, that we may lead a quiet and peaceable life in all godliness and honesty.</i> Even for our enemies. Matt. v. 44. <i>pray for them that despitefully use you and persecute you.</i> Luke xxiii. 34. <i>Father, forgive them, for they know not what they do.</i> Acts vii. 60. <i>Lord, lay not this sin to their charge.</i> Much more for the brethren. Rom. i. 8—10. <i>without ceasing I make mention of you always in my prayers</i>—. If however there be any whom we know certainly to be past remedy, we are not to pray for them. Jer. vii. 16. <i>pray not thou for this people</i>—. See also xiv. 11, 12. John xvii. 9. <i>I pray not for the world.</i> 1 John v. 16. <i>there is a sin unto death; I do not say that he shall pray for it.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;We are even commanded to call down curses publicly on the enemies of God and the church; as also on false brethren, and on such as are guilty of any grievous offence against God, or even against ourselves. The same may be lawfully done in private prayer, after the example of some of the holiest of men. Gen. ix. 25. <i>cursed be Canaan.</i> Deut. xxvii. 13—26. <i>these shall stand upon mount Ebal to curse</i>—. Judges v. 23. <i>curse ye Meroz, said the angel of Jehovah.</i> Psal. v. 10. <i>destroy thou them, O God.</i> cix. 6, &c. <i>set thou a wicked man over him, and let Satan stand at his right hand.</i> cxl. 10. <i>let burning coals fall upon them.</i> Similar imprecations occur in many other Psalms. 2 Kings ii. 24. <i>he cursed them in the name of Jehovah.</i> Jer. xviii. 19, &c.....<i>deliver up their children to the famine....for they have digged a pit to take me</i>—. Neh. iv. 4, &c.</p>

</html>"
633,"<html>

<p>570</p>

<p><i>give them for a prey in the land of captivity.</i> vi. 14. <i>think thou upon Tobiah and Sanballat according to these their works.</i> xiii. 25. <i>I contended with them, and cursed them.</i> Acts viii. 20. <i>thy money perish with thee.</i> Gal. v. 12. <i>I would they were even cut off that trouble you.</i> 2 Tim. iv. 14. <i>the Lord reward him according to his works.</i></p>

<p>It is expressly promised that supplications offered in a spirit of faith and obedience shall be heard. Psal. cxlv. 18. <i>Jehovah is nigh unto all them that call upon him, to all that call upon him in truth.</i> Isai. lix. 1, 2. <i>neither his ear heavy, that it cannot hear; but.....your sins have hid his face from you, that he will not hear.</i> lxv. 24. <i>it shall come to pass, that before they call, I will answer, and while they are yet speaking, I will hear.</i> Dan. ix. 20, &c. <i>whiles I was speaking and praying....even the man Gabriel....touched me,</i> &c.—. x. 12. <i>from the first day that thou didst set thine heart to understand...thy words were heard.</i> John ix. 31. <i>if any man be a worshipper of God, and doeth his will, him he heareth.</i></p>

<p>Hence our knowledge of God's will, or of his providence in the government of the world, ought not to render us less earnest in deprecating evil and desiring good, but the contrary. Exod. xxxii. 10. <i>now therefore let me alone, that my wrath may wax hot against them, and that I may consume them, and I will make of thee a great nation: and Moses besought Jehovah his God, and said—.</i> 1 Chron. xvii. 25, 26. <i>thou, O my God, hast told thy servant that thou wilt build him an house; therefore thy servant hath found in his heart to pray before thee.</i> John xvii. 1. <i>Father, the hour is come; glorify thy Son.</i> v. 5. <i>O Father, glorify thou me.</i></p>

<p>It frequently happens, however, that believers are not heard in all that they ask for themselves or others; namely, when they seek what is contrary to their own good, or to the glory of God. Deut. iii. 25, 26. <i>I pray thee, let me go over and see....but Jehovah said unto me, Let it suffice thee, speak no more unto me of this matter.</i> 1 Sam. xv. 11. <i>it grieved Samuel,</i></p>

</html>"
